"pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked","boat","body","home.dest","has_cabin_number"
1,0,Colley, Mr. Edward Pomeroy,male,NULL,0,0,5727,25.5875,E58,S,None,NA,Victoria, BC,1
1,1,Compton, Miss. Sara Rebecca,female,NULL,1,1,PC 17756,83.1583,E49,C,NULL,NA,Lakewood, NJ,1
1,0,Compton, Mr. Alexander Taylor Jr,male,NULL,1,1,PC 17756,83.1583,E52,C,None,NA,Lakewood, NJ,1
1,1,Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll),female,NULL,0,2,PC 17756,83.1583,E45,C,NULL,NA,Lakewood, NJ,1
1,1,Cornell, Mrs. Robert Clifford (Malvina Helen Lamson),female,NULL,2,0,11770,25.7,C101,S,NULL,NA,New York, NY,1
1,0,Crafton, Mr. John Bertram,male,NA,0,0,113791,26.55,,S,None,NA,Roachdale, IN,0
1,0,Crosby, Capt. Edward Gifford,male,NULL,1,1,WE/P 5735,71,B22,S,None,269,Milwaukee, WI,1
1,1,Crosby, Miss. Harriet R,female,NULL,0,2,WE/P 5735,71,B22,S,NULL,NA,Milwaukee, WI,1
1,1,Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead),female,NULL,1,1,112901,26.55,B26,S,NULL,NA,Milwaukee, WI,1
1,0,Cumings, Mr. John Bradley,male,NULL,1,0,PC 17599,71.2833,C85,C,None,NA,New York, NY,1
1,1,Cumings, Mrs. John Bradley (Florence Briggs Thayer),female,NULL,1,0,PC 17599,71.2833,C85,C,NULL,NA,New York, NY,1
1,1,Daly, Mr. Peter Denis ,male,NULL,0,0,113055,26.55,E17,S,NULL,NA,Lima, Peru,1
1,1,Daniel, Mr. Robert Williams,male,NULL,0,0,113804,30.5,,S,NULL,NA,Philadelphia, PA,0
1,1,Daniels, Miss. Sarah,female,NULL,0,0,113781,151.55,,S,NULL,NA,,0
1,0,Davidson, Mr. Thornton,male,NULL,1,0,F.C. 12750,52,B71,S,None,NA,Montreal, PQ,1
1,1,Davidson, Mrs. Thornton (Orian Hays),female,NULL,1,2,F.C. 12750,52,B71,S,NULL,NA,Montreal, PQ,1
1,1,Dick, Mr. Albert Adrian,male,NULL,1,0,17474,57,B20,S,NULL,NA,Calgary, AB,1
1,1,Dick, Mrs. Albert Adrian (Vera Gillespie),female,NULL,1,0,17474,57,B20,S,NULL,NA,Calgary, AB,1
1,1,Dodge, Dr. Washington,male,NULL,1,1,33638,81.8583,A34,S,NULL,NA,San Francisco, CA,1
1,1,Dodge, Master. Washington,male,NULL,0,2,33638,81.8583,A34,S,NULL,NA,San Francisco, CA,1
1,1,Dodge, Mrs. Washington (Ruth Vidaver),female,NULL,1,1,33638,81.8583,A34,S,NULL,NA,San Francisco, CA,1
1,0,Douglas, Mr. Walter Donald,male,NULL,1,0,PC 17761,106.425,C86,C,None,62,Deephaven, MN / Cedar Rapids, IA,1
1,1,Douglas, Mrs. Frederick Charles (Mary Helene Baxter),female,NULL,1,1,PC 17558,247.5208,B58 B60,C,NULL,NA,Montreal, PQ,1
1,1,Douglas, Mrs. Walter Donald (Mahala Dutton),female,NULL,1,0,PC 17761,106.425,C86,C,NULL,NA,Deephaven, MN / Cedar Rapids, IA,1
1,1,Duff Gordon, Lady. (Lucille Christiana Sutherland) ("Mrs Morgan"),female,NULL,1,0,11755,39.6,A16,C,NULL,NA,London / Paris,1
1,1,Duff Gordon, Sir. Cosmo Edmund ("Mr Morgan"),male,NULL,1,0,PC 17485,56.9292,A20,C,NULL,NA,London / Paris,1
1,0,Dulles, Mr. William Crothers,male,NULL,0,0,PC 17580,29.7,A18,C,None,133,Philadelphia, PA,1
1,1,Earnshaw, Mrs. Boulton (Olive Potter),female,NULL,0,1,11767,83.1583,C54,C,NULL,NA,Mt Airy, Philadelphia, PA,1
1,1,Endres, Miss. Caroline Louise,female,NULL,0,0,PC 17757,227.525,C45,C,NULL,NA,New York, NY,1
1,1,Eustis, Miss. Elizabeth Mussey,female,NULL,1,0,36947,78.2667,D20,C,NULL,NA,Brookline, MA,1
1,0,Evans, Miss. Edith Corse,female,NULL,0,0,PC 17531,31.6792,A29,C,None,NA,New York, NY,1
1,0,Farthing, Mr. John,male,NA,0,0,PC 17483,221.7792,C95,S,None,NA,,1
1,1,Flegenheim, Mrs. Alfred (Antoinette),female,NA,0,0,PC 17598,31.6833,,S,NULL,NA,New York, NY,0
1,1,Fleming, Miss. Margaret,female,NA,0,0,17421,110.8833,,C,NULL,NA,,0
1,1,Flynn, Mr. John Irwin ("Irving"),male,NULL,0,0,PC 17474,26.3875,E25,S,NULL,NA,Brooklyn, NY,1
1,0,Foreman, Mr. Benjamin Laventall,male,NULL,0,0,113051,27.75,C111,C,None,NA,New York, NY,1
1,1,Fortune, Miss. Alice Elizabeth,female,NULL,3,2,19950,263,C23 C25 C27,S,NULL,NA,Winnipeg, MB,1
1,1,Fortune, Miss. Ethel Flora,female,NULL,3,2,19950,263,C23 C25 C27,S,NULL,NA,Winnipeg, MB,1
1,1,Fortune, Miss. Mabel Helen,female,NULL,3,2,19950,263,C23 C25 C27,S,NULL,NA,Winnipeg, MB,1
1,0,Fortune, Mr. Charles Alexander,male,NULL,3,2,19950,263,C23 C25 C27,S,None,NA,Winnipeg, MB,1
1,0,Fortune, Mr. Mark,male,NULL,1,4,19950,263,C23 C25 C27,S,None,NA,Winnipeg, MB,1
1,1,Fortune, Mrs. Mark (Mary McDougald),female,NULL,1,4,19950,263,C23 C25 C27,S,NULL,NA,Winnipeg, MB,1
1,1,Francatelli, Miss. Laura Mabel,female,NULL,0,0,PC 17485,56.9292,E36,C,NULL,NA,,1
1,0,Franklin, Mr. Thomas Parham,male,NA,0,0,113778,26.55,D34,S,None,NA,Westcliff-on-Sea, Essex,1
1,1,Frauenthal, Dr. Henry William,male,NULL,2,0,PC 17611,133.65,,S,NULL,NA,New York, NY,0
1,1,Frauenthal, Mr. Isaac Gerald,male,NULL,1,0,17765,27.7208,D40,C,NULL,NA,New York, NY,1
1,1,Frauenthal, Mrs. Henry William (Clara Heinsheimer),female,NA,1,0,PC 17611,133.65,,S,NULL,NA,New York, NY,0
1,1,Frolicher, Miss. Hedwig Margaritha,female,NULL,0,2,13568,49.5,B39,C,NULL,NA,Zurich, Switzerland,1
1,1,Frolicher-Stehli, Mr. Maxmillian,male,NULL,1,1,13567,79.2,B41,C,NULL,NA,Zurich, Switzerland,1
1,1,Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli),female,NULL,1,1,13567,79.2,B41,C,NULL,NA,Zurich, Switzerland,1
1,0,Fry, Mr. Richard,male,NA,0,0,112058,0,B102,S,None,NA,,1
1,0,Futrelle, Mr. Jacques Heath,male,NULL,1,0,113803,53.1,C123,S,None,NA,Scituate, MA,1
1,1,Futrelle, Mrs. Jacques Heath (Lily May Peel),female,NULL,1,0,113803,53.1,C123,S,NULL,NA,Scituate, MA,1
1,0,Gee, Mr. Arthur H,male,NULL,0,0,111320,38.5,E63,S,None,275,St Anne's-on-Sea, Lancashire,1
1,1,Geiger, Miss. Amalie,female,NULL,0,0,113503,211.5,C130,C,NULL,NA,,1
1,1,Gibson, Miss. Dorothy Winifred,female,NULL,0,1,112378,59.4,,C,NULL,NA,New York, NY,0
1,1,Gibson, Mrs. Leonard (Pauline C Boeson),female,NULL,0,1,112378,59.4,,C,NULL,NA,New York, NY,0
1,0,Giglio, Mr. Victor,male,NULL,0,0,PC 17593,79.2,B86,C,None,NA,,1
1,1,Goldenberg, Mr. Samuel L,male,NULL,1,0,17453,89.1042,C92,C,NULL,NA,Paris, France / New York, NY,1
1,1,Goldenberg, Mrs. Samuel L (Edwiga Grabowska),female,NA,1,0,17453,89.1042,C92,C,NULL,NA,Paris, France / New York, NY,1
1,0,Goldschmidt, Mr. George B,male,NULL,0,0,PC 17754,34.6542,A5,C,None,NA,New York, NY,1
1,1,Gracie, Col. Archibald IV,male,NULL,0,0,113780,28.5,C51,C,NULL,NA,Washington, DC,1
1,1,Graham, Miss. Margaret Edith,female,NULL,0,0,112053,30,B42,S,NULL,NA,Greenwich, CT,1
1,0,Graham, Mr. George Edward,male,NULL,0,1,PC 17582,153.4625,C91,S,None,147,Winnipeg, MB,1
1,1,Graham, Mrs. William Thompson (Edith Junkins),female,NULL,0,1,PC 17582,153.4625,C125,S,NULL,NA,Greenwich, CT,1
1,1,Greenfield, Mr. William Bertram,male,NULL,0,1,PC 17759,63.3583,D10 D12,C,NULL,NA,New York, NY,1
1,1,Greenfield, Mrs. Leo David (Blanche Strouse),female,NULL,0,1,PC 17759,63.3583,D10 D12,C,NULL,NA,New York, NY,1
1,0,Guggenheim, Mr. Benjamin,male,NULL,0,0,PC 17593,79.2,B82 B84,C,None,NA,New York, NY,1
1,1,Harder, Mr. George Achilles,male,NULL,1,0,11765,55.4417,E50,C,NULL,NA,Brooklyn, NY,1
1,1,Harder, Mrs. George Achilles (Dorothy Annan),female,NULL,1,0,11765,55.4417,E50,C,NULL,NA,Brooklyn, NY,1
1,1,Harper, Mr. Henry Sleeper,male,NULL,1,0,PC 17572,76.7292,D33,C,NULL,NA,New York, NY,1
1,1,Harper, Mrs. Henry Sleeper (Myna Haxtun),female,NULL,1,0,PC 17572,76.7292,D33,C,NULL,NA,New York, NY,1
1,0,Harrington, Mr. Charles H,male,NA,0,0,113796,42.4,,S,None,NA,,0
1,0,Harris, Mr. Henry Birkhardt,male,NULL,1,0,36973,83.475,C83,S,None,NA,New York, NY,1
1,1,Harris, Mrs. Henry Birkhardt (Irene Wallach),female,NULL,1,0,36973,83.475,C83,S,NULL,NA,New York, NY,1
1,0,Harrison, Mr. William,male,NULL,0,0,112059,0,B94,S,None,110,,1
1,1,Hassab, Mr. Hammad,male,NULL,0,0,PC 17572,76.7292,D49,C,NULL,NA,,1
1,1,Hawksford, Mr. Walter James,male,NA,0,0,16988,30,D45,S,NULL,NA,Kingston, Surrey,1
1,1,Hays, Miss. Margaret Bechstein,female,NULL,0,0,11767,83.1583,C54,C,NULL,NA,New York, NY,1
1,0,Hays, Mr. Charles Melville,male,NULL,1,1,12749,93.5,B69,S,None,307,Montreal, PQ,1
1,1,Hays, Mrs. Charles Melville (Clara Jennings Gregg),female,NULL,1,1,12749,93.5,B69,S,NULL,NA,Montreal, PQ,1
1,0,Head, Mr. Christopher,male,NULL,0,0,113038,42.5,B11,S,None,NA,London / Middlesex,1
1,0,Hilliard, Mr. Herbert Henry,male,NA,0,0,17463,51.8625,E46,S,None,NA,Brighton, MA,1
1,0,Hipkins, Mr. William Edward,male,NULL,0,0,680,50,C39,S,None,NA,London / Birmingham,1
1,1,Hippach, Miss. Jean Gertrude,female,NULL,0,1,111361,57.9792,B18,C,NULL,NA,Chicago, IL,1
1,1,Hippach, Mrs. Louis Albert (Ida Sophia Fischer),female,NULL,0,1,111361,57.9792,B18,C,NULL,NA,Chicago, IL,1
1,1,Hogeboom, Mrs. John C (Anna Andrews),female,NULL,1,0,13502,77.9583,D11,S,NULL,NA,Hudson, NY,1
1,0,Holverson, Mr. Alexander Oskar,male,NULL,1,0,113789,52,,S,None,38,New York, NY,0
1,1,Holverson, Mrs. Alexander Oskar (Mary Aline Towner),female,NULL,1,0,113789,52,,S,NULL,NA,New York, NY,0
1,1,Homer, Mr. Harry ("Mr E Haven"),male,NULL,0,0,111426,26.55,,C,NULL,NA,Indianapolis, IN,0
1,1,Hoyt, Mr. Frederick Maxfield,male,NULL,1,0,19943,90,C93,S,NULL,NA,New York, NY /  Stamford CT,1
1,0,Hoyt, Mr. William Fisher,male,NA,0,0,PC 17600,30.6958,,C,NULL,NA,New York, NY,0
1,1,Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby),female,NULL,1,0,19943,90,C93,S,NULL,NA,New York, NY /  Stamford CT,1
1,1,Icard, Miss. Amelie,female,NULL,0,0,113572,80,B28,S,NULL,NA,,1
1,0,Isham, Miss. Ann Elizabeth,female,NULL,0,0,PC 17595,28.7125,C49,C,None,NA,Paris, France New York, NY,1
1,1,Ismay, Mr. Joseph Bruce,male,NULL,0,0,112058,0,B52 B54 B56,S,NULL,NA,Liverpool,1
1,0,Jones, Mr. Charles Cresson,male,NULL,0,0,694,26,,S,None,80,Bennington, VT,0
1,0,Julian, Mr. Henry Forbes,male,NULL,0,0,113044,26,E60,S,None,NA,London,1
1,0,Keeping, Mr. Edwin,male,NULL,0,0,113503,211.5,C132,C,None,45,,1
1,0,Kent, Mr. Edward Austin,male,NULL,0,0,11771,29.7,B37,C,None,258,Buffalo, NY,1
1,0,Kenyon, Mr. Frederick R,male,NULL,1,0,17464,51.8625,D21,S,None,NA,Southington / Noank, CT,1
1,1,Kenyon, Mrs. Frederick R (Marion),female,NA,1,0,17464,51.8625,D21,S,NULL,NA,Southington / Noank, CT,1
1,1,Kimball, Mr. Edwin Nelson Jr,male,NULL,1,0,11753,52.5542,D19,S,NULL,NA,Boston, MA,1
1,1,Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons),female,NULL,1,0,11753,52.5542,D19,S,NULL,NA,Boston, MA,1
1,0,Klaber, Mr. Herman,male,NA,0,0,113028,26.55,C124,S,None,NA,Portland, OR,1
1,1,Kreuchen, Miss. Emilie,female,NULL,0,0,24160,211.3375,,S,NULL,NA,,0
1,1,Leader, Dr. Alice (Farnham),female,NULL,0,0,17465,25.9292,D17,S,NULL,NA,New York, NY,1
1,1,LeRoy, Miss. Bertha,female,NULL,0,0,PC 17761,106.425,,C,NULL,NA,,0
1,1,Lesurer, Mr. Gustave J,male,NULL,0,0,PC 17755,512.3292,B101,C,NULL,NA,,1
1,0,Lewy, Mr. Ervin G,male,NA,0,0,PC 17612,27.7208,,C,None,NA,Chicago, IL,0
1,0,Lindeberg-Lind, Mr. Erik Gustaf ("Mr Edward Lingrey"),male,NULL,0,0,17475,26.55,,S,None,NA,Stockholm, Sweden,0
1,1,Lindstrom, Mrs. Carl Johan (Sigrid Posse),female,NULL,0,0,112377,27.7208,,C,NULL,NA,Stockholm, Sweden,0
1,1,Lines, Miss. Mary Conover,female,NULL,0,1,PC 17592,39.4,D28,S,NULL,NA,Paris, France,1
1,1,Lines, Mrs. Ernest H (Elizabeth Lindsey James),female,NULL,0,1,PC 17592,39.4,D28,S,NULL,NA,Paris, France,1
1,0,Long, Mr. Milton Clyde,male,NULL,0,0,113501,30,D6,S,None,126,Springfield, MA,1
1,1,Longley, Miss. Gretchen Fiske,female,NULL,0,0,13502,77.9583,D9,S,NULL,NA,Hudson, NY,1
1,0,Loring, Mr. Joseph Holland,male,NULL,0,0,113801,45.5,,S,None,NA,London / New York, NY,0
1,1,Lurette, Miss. Elise,female,NULL,0,0,PC 17569,146.5208,B80,C,None,NA,,1
1,1,Madill, Miss. Georgette Alexandra,female,NULL,0,1,24160,211.3375,B5,S,NULL,NA,St Louis, MO,1
1,0,Maguire, Mr. John Edward,male,NULL,0,0,110469,26,C106,S,None,NA,Brockton, MA,1
1,1,Maioni, Miss. Roberta,female,NULL,0,0,110152,86.5,B79,S,NULL,NA,,1
1,1,Marechal, Mr. Pierre,male,NA,0,0,11774,29.7,C47,C,NULL,NA,Paris, France,1
1,0,Marvin, Mr. Daniel Warner,male,NULL,1,0,113773,53.1,D30,S,None,NA,New York, NY,1
1,1,Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson),female,NULL,1,0,113773,53.1,D30,S,NULL,NA,New York, NY,1
1,1,Mayne, Mlle. Berthe Antonine ("Mrs de Villiers"),female,NULL,0,0,PC 17482,49.5042,C90,C,NULL,NA,Belgium  Montreal, PQ,1
1,0,McCaffry, Mr. Thomas Francis,male,NULL,0,0,13050,75.2417,C6,C,None,292,Vancouver, BC,1
1,0,McCarthy, Mr. Timothy J,male,NULL,0,0,17463,51.8625,E46,S,None,175,Dorchester, MA,1
1,1,McGough, Mr. James Robert,male,NULL,0,0,PC 17473,26.2875,E25,S,NULL,NA,Philadelphia, PA,1
1,0,Meyer, Mr. Edgar Joseph,male,NULL,1,0,PC 17604,82.1708,,C,None,NA,New York, NY,0
1,1,Meyer, Mrs. Edgar Joseph (Leila Saks),female,NA,1,0,PC 17604,82.1708,,C,NULL,NA,New York, NY,0
1,0,Millet, Mr. Francis Davis,male,NULL,0,0,13509,26.55,E38,S,None,249,East Bridgewater, MA,1
1,0,Minahan, Dr. William Edward,male,NULL,2,0,19928,90,C78,Q,None,230,Fond du Lac, WI,1
1,1,Minahan, Miss. Daisy E,female,NULL,1,0,19928,90,C78,Q,NULL,NA,Green Bay, WI,1
1,1,Minahan, Mrs. William Edward (Lillian E Thorpe),female,NULL,1,0,19928,90,C78,Q,NULL,NA,Fond du Lac, WI,1
1,1,Mock, Mr. Philipp Edmund,male,NULL,1,0,13236,57.75,C78,C,NULL,NA,New York, NY,1
1,0,Molson, Mr. Harry Markland,male,NULL,0,0,113787,30.5,C30,S,None,NA,Montreal, PQ,1
1,0,Moore, Mr. Clarence Bloomfield,male,NULL,0,0,113796,42.4,,S,None,NA,Washington, DC,0
1,0,Natsch, Mr. Charles H,male,NULL,0,1,PC 17596,29.7,C118,C,None,NA,Brooklyn, NY,1
1,1,Newell, Miss. Madeleine,female,NULL,1,0,35273,113.275,D36,C,NULL,NA,Lexington, MA,1
1,1,Newell, Miss. Marjorie,female,NULL,1,0,35273,113.275,D36,C,NULL,NA,Lexington, MA,1
1,0,Newell, Mr. Arthur Webster,male,NULL,0,2,35273,113.275,D48,C,None,122,Lexington, MA,1
1,1,Newsom, Miss. Helen Monypeny,female,NULL,0,2,11752,26.2833,D47,S,NULL,NA,New York, NY,1
1,0,Nicholson, Mr. Arthur Ernest,male,NULL,0,0,693,26,,S,None,263,Isle of Wight, England,0
1,1,Oliva y Ocana, Dona. Fermina,female,NULL,0,0,PC 17758,108.9,C105,C,NULL,NA,,1
1,1,Omont, Mr. Alfred Fernand,male,NA,0,0,F.C. 12998,25.7417,,C,NULL,NA,Paris, France,0
1,1,Ostby, Miss. Helene Ragnhild,female,NULL,0,1,113509,61.9792,B36,C,NULL,NA,Providence, RI,1
